word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
filling,6_science_sem1,,,The new formula for filling staff positions in the Secretariat is one of a number of recommendations made by a panel of eight in a long and detailed report .,The new formula for ******* staff positions in the secretariat is one of a number of recommendations made by a panel of eight in a long and detailed report .,Mom is filling the glass with water.,Mom is ******* the glass with water.
they,6_science_sem1,,,The jurors said they realize `` a proportionate distribution of these funds might disable this program in our less populous counties '' .,The jurors said **** realize `` a proportionate distribution of these funds might disable this program in our less populous counties '' .,They are my friends.,**** are my friends.
repeated,6_science_sem1,,,"The Secretary of State has also solemnly repeated a warning to the Soviet Union that the United States will not stand for another setback in Berlin , an affirmation once again taken up by the council as a whole .","The secretary of state has also solemnly ******** a warning to the soviet union that the united states will not stand for another setback in berlin , an affirmation once again taken up by the council as a whole .",The movie was repeated on TV.,The movie was ******** on tv.
crore,6_science_sem1,,,No example sentence found.,No example sentence found.,He won a crore in the lottery.,He won a ***** in the lottery.
bone,6_science_sem1,,,"One knows better , now , who has bone and who has jelly in his spine .","One knows better , now , who has **** and who has jelly in his spine .",Dogs like to chew on a bone.,Dogs like to chew on a ****.
expose,6_science_sem1,,,"What better affirmative step could be taken to this end than repeal of the Connally amendment -- an act which could expose the United States to no practical risk yet would put an end to our self-judging attitude toward the court , enable us to utilize it , and advance in a tangible way the cause of international law and order ? ?","What better affirmative step could be taken to this end than repeal of the connally amendment -- an act which could ****** the united states to no practical risk yet would put an end to our self-judging attitude toward the court , enable us to utilize it , and advance in a tangible way the cause of international law and order ? ?",Don't expose your skin to too much sun.,Don't ****** your skin to too much sun.
sometimes,6_science_sem1,,,"Although federal and city narcotic agents sometimes worked together , Sokol continued , rivalries developed when they were `` aiming at the same criminals '' .","Although federal and city narcotic agents ********* worked together , sokol continued , rivalries developed when they were `` aiming at the same criminals '' .",Sometimes we have pancakes for breakfast.,********* we have pancakes for breakfast.
evaporation,6_science_sem1,,,"The best chance , of course , is offered by gently sloping terrain where the water remains close to the surface and where the air is dry , so that a high evaporation leaves salty deposits which permit only sparse plant growth .","The best chance , of course , is offered by gently sloping terrain where the water remains close to the surface and where the air is dry , so that a high *********** leaves salty deposits which permit only sparse plant growth .",Water goes away from the pond by evaporation.,Water goes away from the pond by ***********.
stopper,6_science_sem1,,,Recess base slightly to allow room for stopper .,Recess base slightly to allow room for ******* .,Put the stopper in the bottle to close it.,Put the ******* in the bottle to close it.
making,6_science_sem1,,,"The largest hurdle the Republicans would have to face is a state law which says that before making a first race , one of two alternative courses must be taken : 1","The largest hurdle the republicans would have to face is a state law which says that before ****** a first race , one of two alternative courses must be taken : 1",We're making a cake.,We're ****** a cake.
sick,6_science_sem1,,,`` I figured he was sick '' .,`` i figured he was **** '' .,She stayed home because she was sick.,She stayed home because she was ****.
serve,6_science_sem1,,,"`` These actions should serve to protect in fact and in effect the court's wards from undue costs and its appointed and elected servants from unmeritorious criticisms '' , the jury said .","`` these actions should ***** to protect in fact and in effect the court's wards from undue costs and its appointed and elected servants from unmeritorious criticisms '' , the jury said .",Serve the food on plates.,***** the food on plates.
